USPS,STATE,GEOID,ANSICODE,NAME,NAME1,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
AL,ALABAMA,1001,161526,Autauga County,Autauga,1539631461,25677536,594.455,9.914,32.532237,-86.64644
AL,ALABAMA,1003,161527,Baldwin County,Baldwin,4117724893,1132887353,1589.863,437.41,30.659218,-87.746067
AL,ALABAMA,1005,161528,Barbour County,Barbour,2292160151,50523213,885.008,19.507,31.870253,-85.405104
AL,ALABAMA,1007,161529,Bibb County,Bibb,1612188713,9572302,622.47,3.696,33.015893,-87.127148
AL,ALABAMA,1009,161530,Blount County,Blount,1670259093,14860281,644.891,5.738,33.977358,-86.56644
AL,ALABAMA,1011,161531,Bullock County,Bullock,1613083468,6030667,622.815,2.328,32.101759,-85.717261
AL,ALABAMA,1013,161532,Butler County,Butler,2012002548,2701199,776.839,1.043,31.751667,-86.681969
AL,ALABAMA,1015,161533,Calhoun County,Calhoun,1569248376,16534047,605.89,6.384,33.770516,-85.827909
AL,ALABAMA,1017,161534,Chambers County,Chambers,1545068570,16988729,596.554,6.559,32.915504,-85.394032
AL,ALABAMA,1019,161535,Cherokee County,Cherokee,1433620850,120310807,553.524,46.452,34.069515,-85.654242
AL,ALABAMA,1021,161536,Chilton County,Chilton,1794438907,20592053,692.837,7.951,32.854051,-86.726607
AL,ALABAMA,1023,161537,Choctaw County,Choctaw,2365900083,19114321,913.479,7.38,31.990954,-88.248889
AL,ALABAMA,1025,161538,Clarke County,Clarke,3207494083,36657889,1238.42,14.154,31.685521,-87.818624
AL,ALABAMA,1027,161539,Clay County,Clay,1564255426,5281616,603.962,2.039,33.2704,-85.863525
AL,ALABAMA,1029,161540,Cleburne County,Cleburne,1450666452,2352217,560.105,0.908,33.671964,-85.516126
AL,ALABAMA,1031,161541,Coffee County,Coffee,1758565928,3907189,678.986,1.509,31.402258,-85.989602
AL,ALABAMA,1033,161542,Colbert County,Colbert,1535742270,79160396,592.953,30.564,34.703112,-87.801457
AL,ALABAMA,1035,161543,Conecuh County,Conecuh,2202213384,6426488,850.279,2.481,31.430926,-86.988722
AL,ALABAMA,1037,161544,Coosa County,Coosa,1685846963,39991153,650.909,15.441,32.931445,-86.243482
AL,ALABAMA,1039,161545,Covington County,Covington,2669165560,34194851,1030.571,13.203,31.243987,-86.448721
AL,ALABAMA,1041,161546,Crenshaw County,Crenshaw,1576952763,5388562,608.865,2.081,31.730311,-86.320038
AL,ALABAMA,1043,161547,Cullman County,Cullman,1902965932,52529994,734.739,20.282,34.131923,-86.869267
AL,ALABAMA,1045,161548,Dale County,Dale,1453276164,4051341,561.113,1.564,31.430654,-85.609476
AL,ALABAMA,1047,161549,Dallas County,Dallas,2534919602,39124772,978.738,15.106,32.333526,-87.11436
AL,ALABAMA,1049,161550,DeKalb County,DeKalb,2012620262,4107136,777.077,1.586,34.460915,-85.804021
AL,ALABAMA,1051,161551,Elmore County,Elmore,1601948961,99777799,618.516,38.524,32.597229,-86.142735
AL,ALABAMA,1053,161552,Escambia County,Escambia,2448595164,20024887,945.408,7.732,31.122287,-87.16841
AL,ALABAMA,1055,161553,Etowah County,Etowah,1385916764,35022972,535.105,13.522,34.047641,-86.034263
AL,ALABAMA,1057,161554,Fayette County,Fayette,1625693253,4330881,627.684,1.672,33.716157,-87.764292
AL,ALABAMA,1059,161555,Franklin County,Franklin,1641945980,32539346,633.959,12.564,34.441989,-87.842814
AL,ALABAMA,1061,161556,Geneva County,Geneva,1487908432,11567409,574.485,4.466,31.092382,-85.821022
AL,ALABAMA,1063,161557,Greene County,Greene,1675782054,33416150,647.023,12.902,32.844497,-87.9642
AL,ALABAMA,1065,161558,Hale County,Hale,1667926667,32403804,643.99,12.511,32.752796,-87.623061
AL,ALABAMA,1067,161559,Henry County,Henry,1455293386,16620066,561.892,6.417,31.516978,-85.239971
AL,ALABAMA,1069,161560,Houston County,Houston,1501742235,4795415,579.826,1.852,31.158183,-85.296411
AL,ALABAMA,1071,161561,Jackson County,Jackson,2792044647,126334711,1078.015,48.778,34.764114,-85.980056
AL,ALABAMA,1073,161562,Jefferson County,Jefferson,2878876108,32657851,1111.54,12.609,33.553444,-86.896536
AL,ALABAMA,1075,161563,Lamar County,Lamar,1566544672,1600679,604.846,0.618,33.787085,-88.087431
AL,ALABAMA,1077,161564,Lauderdale County,Lauderdale,1730150450,133604582,668.015,51.585,34.904168,-87.651108
AL,ALABAMA,1079,161565,Lawrence County,Lawrence,1788864400,68682236,690.684,26.518,34.529776,-87.321865
AL,ALABAMA,1081,161566,Lee County,Lee,1573532275,21511295,607.544,8.306,32.604064,-85.353048
AL,ALABAMA,1083,161567,Limestone County,Limestone,1459208116,113399392,563.403,43.784,34.810239,-86.981399
AL,ALABAMA,1085,161568,Lowndes County,Lowndes,1854651875,23271196,716.085,8.985,32.147888,-86.650586
AL,ALABAMA,1087,161569,Macon County,Macon,1576435599,11765503,608.665,4.543,32.387027,-85.692887
AL,ALABAMA,1089,161570,Madison County,Madison,2076137992,28784634,801.601,11.114,34.764238,-86.55108
AL,ALABAMA,1091,161572,Marengo County,Marengo,2530155119,14951685,976.898,5.773,32.247591,-87.791091
AL,ALABAMA,1093,161573,Marion County,Marion,1922660062,3180617,742.343,1.228,34.138219,-87.881551
AL,ALABAMA,1095,161574,Marshall County,Marshall,1465531833,148497637,565.845,57.335,34.309564,-86.321668
AL,ALABAMA,1097,161575,Mobile County,Mobile,3184064145,1074011164,1229.374,414.678,30.684572,-88.196568
AL,ALABAMA,1099,161576,Monroe County,Monroe,2656469674,22609681,1025.669,8.73,31.580332,-87.383266
AL,ALABAMA,1101,161577,Montgomery County,Montgomery,2034059354,37703222,785.355,14.557,32.202881,-86.204461
AL,ALABAMA,1103,161578,Morgan County,Morgan,1501335545,50196377,579.669,19.381,34.454484,-86.846402
AL,ALABAMA,1105,161579,Perry County,Perry,1863936201,10902207,719.67,4.209,32.639005,-87.293827
AL,ALABAMA,1107,161580,Pickens County,Pickens,2282835044,22621093,881.408,8.734,33.2968,-88.096864
AL,ALABAMA,1109,161581,Pike County,Pike,1740645369,2339145,672.067,0.903,31.798653,-85.941608
AL,ALABAMA,1111,161582,Randolph County,Randolph,1503618358,9283013,580.55,3.584,33.296461,-85.464064
AL,ALABAMA,1113,161583,Russell County,Russell,1660652495,15564412,641.182,6.009,32.289811,-85.18698
AL,ALABAMA,1115,164997,St. Clair County,St. Clair,1635759708,56431801,631.57,21.788,33.719491,-86.311327
AL,ALABAMA,1117,161584,Shelby County,Shelby,2034280320,62287592,785.44,24.049,33.266893,-86.661007
AL,ALABAMA,1119,161585,Sumter County,Sumter,2340898915,24634880,903.826,9.512,32.597481,-88.200057
AL,ALABAMA,1121,161586,Talladega County,Talladega,1908347120,60873859,736.817,23.504,33.369314,-86.17593
AL,ALABAMA,1123,161587,Tallapoosa County,Tallapoosa,1855798001,128790973,716.528,49.726,32.863308,-85.799618
AL,ALABAMA,1125,161588,Tuscaloosa County,Tuscaloosa,3420980041,78703449,1320.848,30.388,33.29022,-87.522783
AL,ALABAMA,1127,161589,Walker County,Walker,2048757702,36683003,791.03,14.163,33.791558,-87.301094
AL,ALABAMA,1129,161590,Washington County,Washington,2797848584,21524393,1080.255,8.311,31.408503,-88.212404
AL,ALABAMA,1131,161591,Wilcox County,Wilcox,2299540558,50592191,887.858,19.534,31.990082,-87.304935
AL,ALABAMA,1133,161592,Winston County,Winston,1587657470,48873867,612.998,18.87,34.154566,-87.365346
AK,ALASKA,2013,1419964,Aleutians East Borough,Aleutians East,18091672533,20799851130,6985.234,8030.868,55.245044,-161.997477
AK,ALASKA,2016,1419965,Aleutians West Census Area,Aleutians West,11377885026,25183635754,4393.026,9723.457,51.948964,179.621188
AK,ALASKA,2020,1416061,Anchorage Municipality,Anchorage,4420814008,621079537,1706.886,239.8,61.17425,-149.284329
AK,ALASKA,2050,1419966,Bethel Census Area,Bethel,1.05E+11,12764675308,40627.14,4928.469,60.929141,-160.152625
AK,ALASKA,2060,1419967,Bristol Bay Borough,Bristol Bay,1248323906,949767539,481.981,366.707,58.741661,-156.966805
AK,ALASKA,2063,2804400,Chugach Census Area,Chugach,24682189588,14538907494,9529.847,5613.504,60.488474,-146.203092
AK,ALASKA,2066,2804401,Copper River Census Area,Copper River,63952335592,1217429937,24692.136,470.052,62.034479,-143.922167
AK,ALASKA,2068,1419988,Denali Borough,Denali,32740165582,66105677,12641.049,25.524,63.682039,-150.027016
AK,ALASKA,2070,1419968,Dillingham Census Area,Dillingham,47484825241,5943879883,18333.994,2294.945,59.543326,-158.267123
AK,ALASKA,2090,1419969,Fairbanks North Star Borough,Fairbanks North ,18996838330,259573207,7334.721,100.222,64.676044,-146.548159
AK,ALASKA,2100,1419970,Haines Borough,Haines ,6069358955,1041214321,2343.393,402.015,59.098404,-135.575791
AK,ALASKA,2105,2371430,Hoonah-Angoon Census Area,Hoonah-Angoon,16978039504,7804886155,6555.258,3013.484,58.403336,-135.884909
AK,ALASKA,2110,1419971,Juneau City and Borough,Juneau,7003393461,1426244167,2704.025,550.676,58.37291,-134.178445
AK,ALASKA,2122,1419972,Kenai Peninsula Borough,Kenai Peninsula,41484935565,22541172100,16017.424,8703.196,60.360766,-152.05264
AK,ALASKA,2130,1419973,Ketchikan Gateway Borough,Ketchikan Gateway,12579396153,4651598031,4856.932,1795.992,55.449938,-131.106685
AK,ALASKA,2150,1419974,Kodiak Island Borough,Kodiak Island,17325674226,14147257374,6689.481,5462.287,57.7044,-153.918372
AK,ALASKA,2158,1419985,Kusilvak Census Area,Kusilvak,44229388640,6686187054,17077.063,2581.551,62.283588,-163.190171
AK,ALASKA,2164,1419975,Lake and Peninsula Borough,Lake and Peninsula,61724164724,25989695209,23831.834,10034.678,58.108507,-156.413413
AK,ALASKA,2170,1419976,Matanuska-Susitna Borough,Matanuska-Susitna,63991523362,1445856740,24707.266,558.248,62.265626,-149.503993
AK,ALASKA,2180,1419977,Nome Census Area,Nome,59490634309,13780758093,22969.463,5320.781,64.783686,-164.188912
AK,ALASKA,2185,1419978,North Slope Borough,North Slope,2.30E+11,15551055437,88823.627,6004.296,69.449343,-153.47283
AK,ALASKA,2188,1419979,Northwest Arctic Borough,Northwest Arctic,92367472817,12837268666,35663.282,4956.497,67.005066,-160.021086
AK,ALASKA,2195,2516404,Petersburg Borough,Petersburg,7512663865,2385848260,2900.656,921.181,57.112458,-133.008598
AK,ALASKA,2198,1419980,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder,13643347279,14612160768,5267.726,5641.787,55.682773,-133.162389
AK,ALASKA,2220,1419981,Sitka City and Borough,Sitka,7433415763,5037747535,2870.058,1945.085,57.193204,-135.367396
AK,ALASKA,2230,2339479,Skagway Municipality,Skagway,1123881121,28784118,433.933,11.114,59.560379,-135.338279
AK,ALASKA,2240,1419983,Southeast Fairbanks Census Area,Southeast Fairbanks,64312145209,749823085,24831.059,289.508,63.864997,-143.218628
AK,ALASKA,2275,2516402,Wrangell City and Borough,Wrangell,6619993054,2384379191,2555.994,920.614,56.180779,-132.026788
AK,ALASKA,2282,1419986,Yakutat City and Borough,Yakutat,19744183834,3986144517,7623.272,1539.059,60.017453,-140.416942
AK,ALASKA,2290,1419987,Yukon-Koyukuk Census Area,Yukon-Koyukuk,3.77E+11,5944745270,145575.558,2295.279,65.375727,-151.57785
AZ,ARIZONA,4001,25441,Apache County,Apache,29003497233,54139714,11198.313,20.903,35.385084,-109.490172
AZ,ARIZONA,4003,25442,Cochise County,Cochise,16083192226,17650455,6209.755,6.815,31.840129,-109.775163
AZ,ARIZONA,4005,25443,Coconino County,Coconino,48216135498,116634312,18616.355,45.033,35.829692,-111.773728
AZ,ARIZONA,4007,40471,Gila County,Gila,12322070148,96465330,4757.578,37.245,33.789618,-110.81187
AZ,ARIZONA,4009,25444,Graham County,Graham,11970605961,47476264,4621.877,18.331,32.931828,-109.87831
AZ,ARIZONA,4011,42807,Greenlee County,Greenlee,4772938110,11936413,1842.842,4.609,33.238872,-109.242323
AZ,ARIZONA,4012,43540,La Paz County,La Paz,11646086560,36514347,4496.579,14.098,33.72761,-114.038806
AZ,ARIZONA,4013,37026,Maricopa County,Maricopa,23833110968,62124304,9202.016,23.986,33.345176,-112.49893
AZ,ARIZONA,4015,25445,Mohave County,Mohave,34530024781,333398757,13332.118,128.726,35.717705,-113.749689
AZ,ARIZONA,4017,42808,Navajo County,Navajo,25769070673,24116169,9949.494,9.311,35.390785,-110.321025
AZ,ARIZONA,4019,25446,Pima County,Pima,23798578892,5112015,9188.683,1.974,32.128038,-111.783657
AZ,ARIZONA,4021,25447,Pinal County,Pinal,13899612881,20747424,5366.671,8.011,32.918521,-111.366339
AZ,ARIZONA,4023,40472,Santa Cruz County,Santa Cruz,3201853238,3068237,1236.242,1.185,31.525733,-110.845228
AZ,ARIZONA,4025,42809,Yavapai County,Yavapai,21038299575,11356180,8122.933,4.385,34.631071,-112.577225
AZ,ARIZONA,4027,23901,Yuma County,Yuma,14280777141,13250807,5513.839,5.116,32.773942,-113.910905
AR,ARKANSAS,5001,63755,Arkansas County,Arkansas,2569631425,120698185,992.14,46.602,34.28957,-91.376547
AR,ARKANSAS,5003,63756,Ashley County,Ashley,2397012347,38656004,925.492,14.925,33.190835,-91.772267
AR,ARKANSAS,5005,69895,Baxter County,Baxter,1434675041,84916244,553.931,32.786,36.280268,-92.329949
AR,ARKANSAS,5007,69896,Benton County,Benton,2195618068,94872593,847.733,36.631,36.337819,-94.256298
AR,ARKANSAS,5009,69897,Boone County,Boone,1527375337,31797989,589.723,12.277,36.304299,-93.079236
AR,ARKANSAS,5011,63757,Bradley County,Bradley,1681335016,9505606,649.167,3.67,33.466549,-92.169156
AR,ARKANSAS,5013,63758,Calhoun County,Calhoun,1628067843,9887802,628.601,3.818,33.56046,-92.513879
AR,ARKANSAS,5015,66975,Carroll County,Carroll,1631504843,22715756,629.928,8.771,36.33737,-93.540972
AR,ARKANSAS,5017,69160,Chicot County,Chicot,1649764401,140413175,636.978,54.214,33.267139,-91.297158
AR,ARKANSAS,5019,66845,Clark County,Clark,2242855171,43965580,865.971,16.975,34.053316,-93.176208
AR,ARKANSAS,5021,63759,Clay County,Clay,1655581940,5497697,639.224,2.123,36.367302,-90.418704
AR,ARKANSAS,5023,66983,Cleburne County,Cleburne,1434747664,98885396,553.959,38.18,35.566315,-92.05995
AR,ARKANSAS,5025,63760,Cleveland County,Cleveland,1548580958,2561701,597.91,0.989,33.893201,-92.188714
AR,ARKANSAS,5027,63761,Columbia County,Columbia,1984098878,1985830,766.065,0.767,33.223038,-93.232843
AR,ARKANSAS,5029,66846,Conway County,Conway,1429458477,37757545,551.917,14.578,35.265702,-92.689248
AR,ARKANSAS,5031,66847,Craighead County,Craighead,1831541649,14320012,707.162,5.529,35.827729,-90.631421
AR,ARKANSAS,5033,69161,Crawford County,Crawford,1541738669,26917847,595.269,10.393,35.583011,-94.236219
AR,ARKANSAS,5035,69162,Crittenden County,Crittenden,1587312629,81689126,612.865,31.54,35.197559,-90.30512
AR,ARKANSAS,5037,66848,Cross County,Cross,1596255187,15389371,616.318,5.942,35.285692,-90.763984
AR,ARKANSAS,5039,66849,Dallas County,Dallas,1728358298,1731378,667.323,0.668,33.967823,-92.653999
AR,ARKANSAS,5041,66850,Desha County,Desha,1919768424,185180909,741.227,71.499,33.828752,-91.244103
AR,ARKANSAS,5043,66851,Drew County,Drew,2146237578,18789749,828.667,7.255,33.587242,-91.722778
AR,ARKANSAS,5045,66852,Faulkner County,Faulkner,1676351971,43617754,647.243,16.841,35.146548,-92.336928
AR,ARKANSAS,5047,66853,Franklin County,Franklin,1577206796,28861865,608.963,11.144,35.508558,-93.887665
AR,ARKANSAS,5049,66854,Fulton County,Fulton,1600597353,6357861,617.994,2.455,36.381322,-91.819285
AR,ARKANSAS,5051,66855,Garland County,Garland,1755013697,147452177,677.615,56.932,34.578852,-93.146932
AR,ARKANSAS,5053,66856,Grant County,Grant,1636581696,2896901,631.888,1.118,34.285568,-92.422979
AR,ARKANSAS,5055,66857,Greene County,Greene,1495304294,5273183,577.34,2.036,36.120607,-90.566346
AR,ARKANSAS,5057,66858,Hempstead County,Hempstead,1883439299,35737908,727.2,13.798,33.735953,-93.664355
AR,ARKANSAS,5059,66859,Hot Spring County,Hot Spring,1592697317,18725599,614.944,7.23,34.315177,-92.944147
AR,ARKANSAS,5061,66872,Howard County,Howard,1521182020,21361761,587.332,8.248,34.083064,-93.990931
AR,ARKANSAS,5063,69163,Independence County,Independence,1978003738,20251226,763.712,7.819,35.737499,-91.559942
AR,ARKANSAS,5065,66860,Izard County,Izard,1502713758,9576574,580.201,3.698,36.094879,-91.913625
AR,ARKANSAS,5067,66861,Jackson County,Jackson,1641044497,20284490,633.611,7.832,35.596467,-91.223205
AR,ARKANSAS,5069,66862,Jefferson County,Jefferson,2259364695,113071689,872.346,43.657,34.277239,-91.929673
AR,ARKANSAS,5071,66863,Johnson County,Johnson,1711955742,59529091,660.99,22.984,35.573359,-93.466322
AR,ARKANSAS,5073,66864,Lafayette County,Lafayette,1371327392,43028603,529.472,16.613,33.240629,-93.611514
AR,ARKANSAS,5075,66865,Lawrence County,Lawrence,1521690358,12395693,587.528,4.786,36.041098,-91.101153
AR,ARKANSAS,5077,66866,Lee County,Lee,1553493435,57858191,599.807,22.339,34.779505,-90.779717
AR,ARKANSAS,5079,66873,Lincoln County,Lincoln,1449008947,26693606,559.466,10.306,33.956385,-91.742355
AR,ARKANSAS,5081,66874,Little River County,Little River,1375943077,83115227,531.255,32.091,33.701941,-94.236287
AR,ARKANSAS,5083,82850,Logan County,Logan,1836602034,53970569,709.116,20.838,35.218654,-93.72091
AR,ARKANSAS,5085,69164,Lonoke County,Lonoke,1998045639,82719024,771.45,31.938,34.755114,-91.894132
AR,ARKANSAS,5087,69165,Madison County,Madison,2160665379,7455733,834.238,2.879,36.012545,-93.724053
AR,ARKANSAS,5089,69898,Marion County,Marion,1545182805,112951240,596.598,43.611,36.266664,-92.678577
AR,ARKANSAS,5091,69166,Miller County,Miller,1616257228,36848741,624.04,14.227,33.305505,-93.901502
AR,ARKANSAS,5093,69899,Mississippi County,Mississippi,2336409932,72224609,902.093,27.886,35.766944,-90.052207
AR,ARKANSAS,5095,69167,Monroe County,Monroe,1573316480,35707672,607.461,13.787,34.679512,-91.20331
AR,ARKANSAS,5097,69168,Montgomery County,Montgomery,2021363825,52979164,780.453,20.455,34.545656,-93.664153
AR,ARKANSAS,5099,69169,Nevada County,Nevada,1600067809,7489490,617.79,2.892,33.666699,-93.305072
AR,ARKANSAS,5101,69900,Newton County,Newton,2126576297,5935948,821.076,2.292,35.910742,-93.215898
AR,ARKANSAS,5103,69170,Ouachita County,Ouachita,1897739680,18183262,732.721,7.021,33.591168,-92.878413
AR,ARKANSAS,5105,69171,Perry County,Perry,1427953397,24428560,551.336,9.432,34.946363,-92.926877
AR,ARKANSAS,5107,69172,Phillips County,Phillips,1788024160,95966884,690.36,37.053,34.423687,-90.855593
AR,ARKANSAS,5109,69173,Pike County,Pike,1554861223,35284868,600.335,13.624,34.158191,-93.658659
AR,ARKANSAS,5111,69174,Poinsett County,Poinsett,1963975462,13892745,758.295,5.364,35.56887,-90.681104
AR,ARKANSAS,5113,69175,Polk County,Polk,2219200782,12520929,856.838,4.834,34.490915,-94.230884
AR,ARKANSAS,5115,69901,Pope County,Pope,2100355838,50772506,810.952,19.603,35.456557,-93.026818
AR,ARKANSAS,5117,69176,Prairie County,Prairie,1677059924,72638193,647.516,28.046,34.831116,-91.55362
AR,ARKANSAS,5119,69177,Pulaski County,Pulaski,1964159855,126989203,758.366,49.031,34.770311,-92.312996
AR,ARKANSAS,5121,69178,Randolph County,Randolph,1688445989,10370823,651.913,4.004,36.341298,-91.028441
AR,ARKANSAS,5123,83331,St. Francis County,St. Francis,1644082982,20017606,634.784,7.729,35.022838,-90.751506
AR,ARKANSAS,5125,67102,Saline County,Saline,1873898565,17955554,723.516,6.933,34.648525,-92.674463
AR,ARKANSAS,5127,69179,Scott County,Scott,2312470680,14373451,892.85,5.55,34.858869,-94.063641
AR,ARKANSAS,5129,69180,Searcy County,Searcy,1724618523,6461828,665.879,2.495,35.896387,-92.695888
AR,ARKANSAS,5131,69181,Sebastian County,Sebastian,1375756968,34511829,531.183,13.325,35.196981,-94.274989
AR,ARKANSAS,5133,69182,Sevier County,Sevier,1459636818,45919661,563.569,17.73,33.994877,-94.243279
AR,ARKANSAS,5135,69183,Sharp County,Sharp,1566013573,5209695,604.641,2.011,36.173399,-91.471069
AR,ARKANSAS,5137,69902,Stone County,Stone,1570673294,8145444,606.44,3.145,35.857001,-92.140482
AR,ARKANSAS,5139,69903,Union County,Union,2691170081,42102269,1039.067,16.256,33.168219,-92.598145
AR,ARKANSAS,5141,69904,Van Buren County,Van Buren,1837778044,37208242,709.57,14.366,35.582953,-92.515976
AR,ARKANSAS,5143,69905,Washington County,Washington,2438337035,27906771,941.447,10.775,35.978001,-94.217269
AR,ARKANSAS,5145,69906,White County,White,2678251460,20548272,1034.079,7.934,35.255118,-91.753034
AR,ARKANSAS,5147,69907,Woodruff County,Woodruff,1517662786,21064563,585.973,8.133,35.192777,-91.244535
AR,ARKANSAS,5149,69908,Yell County,Yell,2409688595,46994485,930.386,18.145,34.997713,-93.408303
CA,CALIFORNIA,6001,1675839,Alameda County,Alameda,1910010507,216909647,737.459,83.749,37.647139,-121.912488
CA,CALIFORNIA,6003,1675840,Alpine County,Alpine,1912292607,12557304,738.34,4.848,38.621783,-119.798352
CA,CALIFORNIA,6005,1675841,Amador County,Amador,1539967071,29437120,594.585,11.366,38.443549,-120.653858
CA,CALIFORNIA,6007,1675842,Butte County,Butte,4238488704,105260548,1636.49,40.641,39.665336,-121.603209
CA,CALIFORNIA,6009,1675885,Calaveras County,Calaveras,2641837360,43789489,1020.019,16.907,38.191068,-120.554107
CA,CALIFORNIA,6011,1675902,Colusa County,Colusa,2980245446,14696164,1150.679,5.674,39.177739,-122.237563
CA,CALIFORNIA,6013,1675903,Contra Costa County,Contra Costa,1856752855,225364427,716.896,87.014,37.919479,-121.951543
CA,CALIFORNIA,6015,1682074,Del Norte County,Del Norte,2606049835,578810831,1006.202,223.48,41.749903,-123.980998
CA,CALIFORNIA,6017,277273,El Dorado County,El Dorado,4423288012,203364019,1707.841,78.519,38.785612,-120.534225
CA,CALIFORNIA,6019,277274,Fresno County,Fresno,15432139293,136609893,5958.383,52.745,36.761006,-119.655019
CA,CALIFORNIA,6021,277275,Glenn County,Glenn,3403160299,33693344,1313.968,13.009,39.602546,-122.4017
CA,CALIFORNIA,6023,1681908,Humboldt County,Humboldt,9241141220,1254150035,3568.025,484.23,40.706655,-123.926176
CA,CALIFORNIA,6025,277277,Imperial County,Imperial,10814595263,790216760,4175.539,305.104,33.040814,-115.3554
CA,CALIFORNIA,6027,1804637,Inyo County,Inyo,26410783053,77280938,10197.261,29.838,36.56216,-117.404209
CA,CALIFORNIA,6029,2054176,Kern County,Kern,21068705437,78332288,8134.673,30.244,35.346629,-118.729506
CA,CALIFORNIA,6031,277280,Kings County,Kings,3602601926,3164290,1390.972,1.222,36.072478,-119.81553
CA,CALIFORNIA,6033,277281,Lake County,Lake,3250647503,189100323,1255.082,73.012,39.108009,-122.745217
CA,CALIFORNIA,6035,1693324,Lassen County,Lassen,11762091407,462950203,4541.369,178.746,40.715287,-120.621223
CA,CALIFORNIA,6037,277283,Los Angeles County,Los Angeles,10515988166,1785003207,4060.246,689.194,34.196398,-118.261862
CA,CALIFORNIA,6039,277284,Madera County,Madera,5534591551,42271836,2136.918,16.321,37.209821,-119.749802
CA,CALIFORNIA,6041,277285,Marin County,Marin,1347890152,797077336,520.423,307.753,38.051367,-122.746396
CA,CALIFORNIA,6043,277286,Mariposa County,Mariposa,3752476985,36220865,1448.84,13.985,37.574343,-119.911721
CA,CALIFORNIA,6045,277287,Mendocino County,Mendocino,9082586851,961786019,3506.807,371.348,39.432388,-123.442881
CA,CALIFORNIA,6047,277288,Merced County,Merced,5019407132,105277636,1938.004,40.648,37.194806,-120.722802
CA,CALIFORNIA,6049,277289,Modoc County,Modoc,10225877725,660503268,3948.234,255.022,41.592918,-120.71837
CA,CALIFORNIA,6051,277290,Mono County,Mono,7896625263,214695142,3048.904,82.894,37.915836,-118.875167
CA,CALIFORNIA,6053,277291,Monterey County,Monterey,8499609697,1267806850,3281.718,489.503,36.240104,-121.315578
CA,CALIFORNIA,6055,277292,Napa County,Napa,1947606240,104444864,751.975,40.326,38.5071,-122.325904
CA,CALIFORNIA,6057,1682927,Nevada County,Nevada,2480587300,41531993,957.76,16.036,39.297508,-120.771343
CA,CALIFORNIA,6059,277294,Orange County,Orange,2053491982,406263283,792.858,156.859,33.675687,-117.777207
CA,CALIFORNIA,6061,277295,Placer County,Placer,3644336873,246435971,1407.086,95.149,39.062032,-120.722718
CA,CALIFORNIA,6063,277296,Plumas County,Plumas,6612400772,156387638,2553.062,60.382,39.992295,-120.824371
CA,CALIFORNIA,6065,277297,Riverside County,Riverside,18671846195,242807981,7209.24,93.749,33.729828,-116.002239
CA,CALIFORNIA,6067,277298,Sacramento County,Sacramento,2500063008,75323438,965.28,29.083,38.450136,-121.344329
CA,CALIFORNIA,6069,277299,San Benito County,San Benito,3596591085,4719300,1388.652,1.822,36.611651,-121.085811
CA,CALIFORNIA,6071,277300,San Bernardino County,San Bernardino,51976311092,96418406,20068.167,37.227,34.856661,-116.181571
CA,CALIFORNIA,6073,277301,San Diego County,San Diego,10904539456,817287145,4210.266,315.556,33.023604,-116.776117
CA,CALIFORNIA,6075,277302,San Francisco County,San Francisco,121045788,479608103,46.736,185.178,37.727239,-123.032229
CA,CALIFORNIA,6077,277303,San Joaquin County,San Joaquin,3605878834,89000661,1392.238,34.363,37.934982,-121.272244
CA,CALIFORNIA,6079,277304,San Luis Obispo County,San Luis Obispo,8549160509,815630594,3300.849,314.917,35.388189,-120.448897
CA,CALIFORNIA,6081,277305,San Mateo County,San Mateo,1161882953,757162988,448.606,292.342,37.414672,-122.371546
CA,CALIFORNIA,6083,277306,Santa Barbara County,Santa Barbara,7080858282,2729215451,2733.935,1053.756,34.536677,-120.038364
CA,CALIFORNIA,6085,277307,Santa Clara County,Santa Clara,3343892723,33595850,1291.084,12.971,37.221614,-121.68954
CA,CALIFORNIA,6087,277308,Santa Cruz County,Santa Cruz,1152818088,419720203,445.106,162.055,37.012347,-122.007789
CA,CALIFORNIA,6089,1682610,Shasta County,Shasta,9778892920,185816636,3775.652,71.744,40.760514,-122.043556
CA,CALIFORNIA,6091,277310,Sierra County,Sierra,2468694582,23299110,953.168,8.996,39.576925,-120.521993
CA,CALIFORNIA,6093,277311,Siskiyou County,Siskiyou,16261933230,179149815,6278.768,69.17,41.587986,-122.533287
CA,CALIFORNIA,6095,277312,Solano County,Solano,2128287124,218615209,821.736,84.408,38.267226,-121.939594
CA,CALIFORNIA,6097,1657246,Sonoma County,Sonoma,4080091725,497303747,1575.332,192.01,38.525182,-122.92611
CA,CALIFORNIA,6099,277314,Stanislaus County,Stanislaus,3875010966,46378767,1496.15,17.907,37.562316,-121.002831
CA,CALIFORNIA,6101,277315,Sutter County,Sutter,1560975504,14811541,602.696,5.719,39.03619,-121.70394
CA,CALIFORNIA,6103,1692767,Tehama County,Tehama,7638229338,33767224,2949.137,13.038,40.126157,-122.232274
CA,CALIFORNIA,6105,277317,Trinity County,Trinity,8234265080,73407950,3179.268,28.343,40.647858,-123.114666
CA,CALIFORNIA,6107,277318,Tulare County,Tulare,12493840855,37260863,4823.899,14.387,36.228834,-118.781055
