,Date,Noro,Salm,TEMP,STP,WDSP,DEWP,MXSPD,SLP,PRCP,RH,SLP-STP,MSXPD-WDSP
0,2011-01-01,0.0,0.0,35.0,987.6333333333333,17.0,24.8,24.174999999999997,1010.55,0.4833333333333334,65.9785487007729,22.91666666666663,7.174999999999997
1,2011-01-02,0.0,0.0,18.1,998.1666666666666,12.799999999999999,5.8999999999999995,20.75,1022.5,0.0,58.156251235061895,24.33333333333337,7.950000000000001
2,2011-01-03,0.0,0.0,27.000000000000004,996.1666666666666,9.3,15.833333333333334,14.275,1019.95,0.0,62.25284533488462,23.783333333333417,4.975
3,2011-01-04,0.0,0.0,27.1,991.9333333333334,9.725,17.599999999999998,15.975,1015.8,0.0,66.9377636813024,23.86666666666656,6.25
4,2011-01-05,0.0,0.0,19.075000000000003,992.6333333333333,6.300000000000001,9.433333333333332,12.0,1016.75,0.0,65.46597413942877,24.116666666666674,5.699999999999999
5,2011-01-06,0.0,0.0,27.450000000000003,983.1,10.45,17.900000000000002,17.025,1006.75,0.0,66.838321395735,23.649999999999977,6.574999999999999
6,2011-01-07,0.0,0.0,19.375,976.5999999999999,8.975000000000001,8.1,14.025,1000.7,0.0,60.85465840659615,24.100000000000136,5.049999999999999
7,2011-01-08,0.0,0.0,16.200000000000003,982.0,12.675,6.633333333333333,17.25,1007.8,0.0,65.29715879690472,25.799999999999955,4.574999999999999
8,2011-01-09,0.0,0.0,19.4,999.9666666666666,5.525,7.8999999999999995,11.75,1024.65,0.0,60.24118998591101,24.683333333333508,6.225
9,2011-01-10,0.0,0.0,24.549999999999997,1005.7666666666668,3.85,13.5,8.925,1030.2,0.0,62.22357456004449,24.43333333333328,5.075000000000001
10,2011-01-11,0.0,0.0,25.8,998.7666666666668,7.5249999999999995,18.833333333333332,13.45,1024.6,0.0,74.49825854984124,25.833333333333144,5.925
11,2011-01-12,0.0,0.0,25.200000000000003,1001.4666666666667,12.975,17.9,16.275,1026.4,0.03666666666666667,73.37281310575352,24.933333333333394,3.299999999999999
12,2011-01-13,0.0,0.0,23.475,1008.1666666666666,7.0249999999999995,15.733333333333334,10.45,1032.6999999999998,0.0,71.78924454957843,24.53333333333319,3.425
13,2011-01-14,0.0,0.0,20.425,1002.4333333333334,6.2749999999999995,13.566666666666668,11.15,1026.65,0.0,74.27952910937408,24.216666666666697,4.875000000000001
14,2011-01-15,0.0,0.0,23.8,995.2666666666668,10.950000000000001,15.4,16.7,1019.35,0.0,69.79325779711783,24.083333333333258,5.749999999999998
15,2011-01-16,0.0,0.0,18.125,1000.6333333333333,5.65,9.466666666666667,9.7,1025.5,0.0,68.29899135288268,24.866666666666674,4.049999999999999
16,2011-01-17,0.0,0.0,23.825,989.4,11.475000000000001,16.366666666666664,18.975,1017.55,0.0,72.7203424005694,28.149999999999977,7.5
17,2011-01-18,0.0,0.0,32.15,984.6333333333333,10.25,28.833333333333332,17.3,1008.35,0.060000000000000005,87.38698937277863,23.716666666666697,7.050000000000001
18,2011-01-19,0.0,0.0,22.900000000000002,993.7333333333332,9.15,15.833333333333334,14.3,1018.7,0.016666666666666666,73.86882443901321,24.96666666666681,5.15
19,2011-01-20,0.0,0.0,18.625,996.5,7.4,9.1,17.5,1020.55,0.0,65.7498533931948,24.049999999999955,10.1
20,2011-01-21,0.0,0.0,6.85,994.9666666666666,9.75,-5.2,18.75,1019.95,0.0,56.78118425043734,24.983333333333462,9.0
21,2011-01-22,0.0,0.0,10.575,992.1333333333332,9.175,2.033333333333333,13.775,1016.45,0.0,67.68657528632325,24.316666666666833,4.6
22,2011-01-23,0.0,0.0,12.9,999.0666666666666,8.5,0.2666666666666666,13.5,1023.8499999999999,0.0,56.18538380814638,24.783333333333303,5.0
23,2011-01-24,0.0,0.0,21.074999999999996,995.1666666666666,10.375,14.9,14.5,1019.5999999999999,0.0,76.61136890664805,24.43333333333328,4.125
24,2011-01-25,0.0,0.0,25.0,996.0,6.6,20.933333333333334,11.85,1020.05,0.0,84.25631740005282,24.049999999999955,5.25
25,2011-01-26,0.0,0.0,26.800000000000004,993.9333333333334,5.75,21.833333333333332,9.7,1017.95,0.0,81.23054259670337,24.01666666666665,3.9499999999999993
26,2011-01-27,0.0,0.0,21.6,990.3666666666667,9.174999999999999,17.133333333333336,14.775,1014.8,0.0,82.5773911796179,24.43333333333328,5.600000000000001
27,2011-01-28,0.0,0.0,25.849999999999998,988.1,6.199999999999999,18.400000000000002,12.0,1012.6,0.005,72.97079607135886,24.5,5.800000000000001
28,2011-01-29,0.0,0.0,30.0,987.75,9.475000000000001,23.3,17.5,1011.8499999999999,0.0,75.77921399776622,24.09999999999991,8.024999999999999
29,2011-01-30,0.0,0.0,30.075000000000003,999.1666666666666,6.65,24.266666666666666,14.275,1022.95,0.0,78.67535733814466,23.783333333333417,7.625
30,2011-01-31,0.0,0.0,24.0,1004.8333333333334,12.45,13.833333333333334,17.0,1029.25,0.0,64.61483461625882,24.41666666666663,4.550000000000001
31,2011-02-01,0.0,0.0,21.75,998.0333333333333,16.924999999999997,15.9,28.275,1022.25,0.006666666666666667,77.7724922864518,24.216666666666697,11.350000000000001
32,2011-02-02,0.0,0.0,22.025000000000002,990.6999999999999,23.450000000000003,16.333333333333332,35.225,1017.75,0.4633333333333333,78.33617489844326,27.050000000000068,11.774999999999999
33,2011-02-03,0.0,0.0,10.55,1008.1,8.475,-2.1,15.525,1032.85,0.015000000000000001,55.76064615117347,24.749999999999886,7.050000000000001
34,2011-02-04,0.0,0.0,14.5,999.1,12.0,1.850371707708594e-17,17.5,1023.15,0.0,51.70779542848379,24.049999999999955,5.5
35,2011-02-05,0.0,0.0,19.825,984.4,7.6,8.233333333333333,13.975,1008.15,0.0,60.05493858513784,23.75,6.375
36,2011-02-06,0.0,0.0,28.15,987.1333333333332,5.525,23.5,11.25,1010.5,0.013333333333333334,82.42889467406572,23.366666666666788,5.725
37,2011-02-07,0.0,0.0,28.375,992.2666666666668,7.875,21.899999999999995,12.225,1016.5,0.03666666666666667,76.3409542478253,24.233333333333235,4.35
38,2011-02-08,0.0,0.0,18.2,999.1333333333333,9.825,9.466666666666667,18.275,1026.4,0.01,68.07853640840347,27.266666666666765,8.45
39,2011-02-09,1.0,0.0,6.925000000000001,1002.5333333333334,10.825,-5.3,14.75,1027.3,0.0,56.314132401876634,24.766666666666538,3.9250000000000007
40,2011-02-10,1.0,0.0,4.325,998.0999999999999,9.024999999999999,-6.866666666666667,17.25,1022.8499999999999,0.0,58.78791052478238,24.75,8.225000000000001
41,2011-02-11,1.0,0.0,16.575000000000003,992.3333333333334,8.6,7.266666666666666,15.75,1016.75,0.0,66.12097429985259,24.41666666666663,7.15
42,2011-02-12,0.0,0.0,30.666666666666668,993.3000000000001,9.033333333333333,22.900000000000002,13.966666666666667,1017.3,0.0,72.52021234494413,23.999999999999886,4.933333333333334
43,2011-02-13,0.0,0.0,38.36666666666667,986.2333333333332,11.299999999999999,27.666666666666668,16.0,1009.05,0.0,65.05657086472351,22.81666666666672,4.700000000000001
44,2011-02-14,0.0,0.0,39.725,987.5666666666666,12.55,28.53333333333333,22.325000000000003,1011.3499999999999,0.0,63.93201857852455,23.783333333333303,9.775000000000002
45,2011-02-15,0.0,0.0,31.375,1002.9,8.375,20.900000000000002,16.924999999999997,1026.6,0.0,64.74552706238893,23.699999999999932,8.549999999999997
46,2011-02-16,0.0,0.0,41.099999999999994,993.0666666666666,9.299999999999999,31.96666666666667,15.475,1016.4000000000001,0.01,69.69751765146313,23.333333333333485,6.175000000000001
47,2011-02-17,0.0,0.0,50.775,984.8000000000001,14.275000000000002,44.93333333333334,21.95,1007.45,0.0,80.3119524668202,22.649999999999977,7.674999999999997
48,2011-02-18,0.0,0.0,47.25,990.1333333333333,17.3,33.06666666666667,25.25,1015.45,0.0,57.61346185432893,25.31666666666672,7.949999999999999
49,2011-02-19,0.0,0.0,32.9,1004.6,9.825,18.433333333333334,17.25,1028.65,0.0,54.78336905436579,24.050000000000068,7.425000000000001
50,2011-02-20,0.0,0.0,32.125,995.9,8.625,27.066666666666663,14.475,1021.9,0.0,81.3430981619681,26.0,5.85
51,2011-02-21,0.0,0.0,32.324999999999996,984.0666666666666,13.075,30.0,16.75,1007.9,0.6433333333333333,91.00873429257395,23.83333333333337,3.6750000000000007
52,2011-02-22,0.0,0.0,24.825,996.1,7.575,19.5,14.2,1021.4,0.01,79.83716195798426,25.299999999999955,6.624999999999999
53,2011-02-23,0.0,0.0,27.349999999999998,1000.6333333333333,7.15,21.0,12.225,1024.9,0.0,76.6467307253919,24.266666666666765,5.074999999999999
54,2011-02-24,0.0,0.0,33.725,994.5666666666666,8.175,28.233333333333334,15.5,1018.55,0.06666666666666667,80.03272474242516,23.98333333333335,7.324999999999999
55,2011-02-25,0.0,0.0,32.125,993.5666666666666,12.825,24.333333333333332,20.5,1018.3,0.01,72.60437745532506,24.73333333333335,7.675000000000001
56,2011-02-26,0.0,0.0,28.9,994.9666666666666,4.975,24.7,10.2,1018.6500000000001,0.013333333333333334,84.0524844382164,23.683333333333508,5.225
57,2011-02-27,0.0,0.0,31.975,986.8333333333334,5.65,27.7,11.275,1010.65,0.006666666666666667,84.00308521421293,23.816666666666606,5.625
58,2011-02-28,0.0,0.0,31.55,989.1,12.575,25.0,19.75,1015.3,0.15666666666666665,76.40955827406607,26.199999999999932,7.175000000000001
59,2011-03-01,0.0,0.0,31.75,1000.4666666666666,8.175,23.099999999999998,18.775,1024.3,0.02,69.99326649026598,23.83333333333337,10.599999999999998
60,2011-03-02,0.0,0.0,32.8,1003.9666666666667,10.375,21.96666666666667,14.975,1028.3,0.0,63.958373526661696,24.333333333333258,4.6
61,2011-03-03,0.0,0.0,32.075,1005.2333333333332,9.925,19.133333333333336,17.05,1029.15,0.0,58.36377943510156,23.916666666666856,7.125
62,2011-03-04,0.0,0.0,43.0,994.0,7.875,33.93333333333334,15.725,1017.8,0.0,70.10429448188835,23.799999999999955,7.85
63,2011-03-05,1.0,0.0,34.375,994.0,16.9,31.63333333333333,23.225,1017.9,0.4033333333333333,89.57022485594769,23.899999999999977,6.325000000000003
64,2011-03-06,0.0,0.0,29.175,1002.2333333333332,12.025,22.900000000000002,18.25,1026.6999999999998,0.016666666666666666,77.06614681605605,24.466666666666583,6.225
65,2011-03-07,0.0,0.0,29.5,1000.7000000000002,4.875,23.833333333333332,11.75,1024.8000000000002,0.0,79.09277391649874,24.100000000000023,6.875
66,2011-03-08,0.0,0.0,35.925000000000004,999.8666666666667,5.75,29.333333333333332,12.975,1023.75,0.0,76.6976753090018,23.883333333333326,7.225
67,2011-03-09,0.0,0.0,41.45,988.4,8.125,38.93333333333334,14.025,1013.3,0.14,90.6828499196342,24.899999999999977,5.9
68,2011-03-10,0.0,0.0,34.6,992.3333333333334,11.55,29.266666666666666,16.525,1016.4,0.07333333333333333,80.62605084532315,24.066666666666606,4.974999999999998
69,2011-03-11,0.0,0.0,35.675,994.5999999999999,7.625,23.03333333333333,12.475,1018.25,0.0025,59.645701855051534,23.65000000000009,4.85
70,2011-03-12,0.0,0.0,40.2,986.9666666666667,15.450000000000001,30.23333333333333,24.475,1010.2,0.0,67.27625239234118,23.23333333333335,9.025
71,2011-03-13,0.0,0.0,32.050000000000004,1000.9,7.874999999999999,23.73333333333333,19.5,1024.95,0.0,71.01600914605653,24.050000000000068,11.625
72,2011-03-14,0.0,0.0,33.5,1006.1,5.925,26.233333333333334,11.225,1030.15,0.0,74.35807935009237,24.050000000000068,5.3
73,2011-03-15,0.0,0.0,35.125,998.6,6.675000000000001,27.8,10.675,1022.5,0.0,74.34677279113433,23.899999999999977,4.0
74,2011-03-16,0.0,0.0,43.77499999999999,995.5333333333333,5.5249999999999995,32.5,12.95,1018.95,0.0,64.24963262002287,23.416666666666742,7.425
75,2011-03-17,0.0,0.0,55.65,990.5333333333334,14.575,44.93333333333334,26.425,1012.95,0.0,67.17430955457337,22.41666666666663,11.850000000000001
76,2011-03-18,0.0,0.0,51.525,995.5666666666667,8.549999999999999,40.0,16.975,1018.95,0.0,64.6150091123455,23.383333333333326,8.425000000000002
77,2011-03-19,0.0,0.0,38.974999999999994,1007.3000000000001,4.35,29.633333333333336,10.975,1031.2,0.0,68.86106330332278,23.899999999999977,6.625
78,2011-03-20,0.0,0.0,42.25,1001.8000000000001,9.85,32.733333333333334,17.3,1026.2,0.0,68.7633909102184,24.399999999999977,7.450000000000001
79,2011-03-21,0.0,0.0,50.47500000000001,992.8666666666667,7.025,45.6,14.95,1016.2,0.35000000000000003,83.29206491680739,23.33333333333337,7.924999999999999
80,2011-03-22,0.0,0.0,40.625,992.7999999999998,10.8,37.56666666666667,18.5,1016.45,0.060000000000000005,88.74064886779422,23.650000000000205,7.699999999999999
81,2011-03-23,0.0,0.0,39.975,979.2333333333332,10.075,37.43333333333334,18.275,1002.6,0.13333333333333333,90.53344443623324,23.366666666666788,8.2
82,2011-03-24,0.0,0.0,30.9,993.5333333333333,13.275,22.899999999999995,18.975,1018.7,0.0033333333333333335,71.83654507298598,25.166666666666742,5.700000000000001
83,2011-03-25,0.0,0.0,29.375,997.6666666666666,7.2,18.366666666666664,12.7,1021.7,0.0,63.01519683640968,24.033333333333417,5.499999999999999
84,2011-03-26,0.0,0.0,28.450000000000003,998.5333333333334,12.924999999999999,15.333333333333334,17.25,1022.8,0.0,57.37822796143863,24.266666666666538,4.325000000000001
85,2011-03-27,0.0,0.0,29.75,999.8000000000001,11.700000000000001,14.166666666666666,17.7,1024.05,0.0,51.69404621899584,24.249999999999886,5.999999999999998
86,2011-03-28,0.0,0.0,29.449999999999996,1001.5333333333333,9.2,15.866666666666665,13.25,1025.8,0.0,56.37338195789808,24.26666666666665,4.050000000000001
87,2011-03-29,0.0,0.0,32.325,1002.6666666666666,6.7749999999999995,17.599999999999998,10.925,1026.8,0.0,54.086345404126014,24.133333333333326,4.150000000000001
88,2011-03-30,0.0,0.0,36.550000000000004,997.6333333333333,7.550000000000001,21.733333333333334,10.675,1021.45,0.0,54.53591430741815,23.81666666666672,3.125
89,2011-03-31,0.0,0.0,35.025000000000006,989.1999999999999,4.6,21.2,10.175,1012.75,0.0,56.639750879792814,23.550000000000068,5.575000000000001
90,2011-04-01,0.0,0.0,36.45,981.9,4.975,25.5,13.5,1005.7,0.0,64.13496021409948,23.800000000000068,8.525
91,2011-04-02,0.0,0.0,43.175,985.4,9.5,32.5,16.05,1009.15,0.08,65.74250216161019,23.75,6.550000000000001
92,2011-04-03,0.0,0.0,48.825,984.5333333333333,9.549999999999999,35.56666666666667,22.0,1006.95,0.0,60.010527340646014,22.416666666666742,12.450000000000001
93,2011-04-04,0.0,0.0,56.175,971.9666666666666,15.174999999999999,45.666666666666664,25.174999999999997,994.25,0.07,67.77043641472868,22.283333333333417,9.999999999999998
94,2011-04-05,0.0,0.0,42.949999999999996,984.7333333333332,10.675,25.966666666666665,18.275,1008.0,0.056666666666666664,50.76496917016542,23.266666666666765,7.599999999999998
95,2011-04-06,0.0,0.0,48.125,984.8666666666668,8.35,33.0,15.7,1007.75,0.0,55.6017211035831,22.883333333333212,7.35
96,2011-04-07,0.0,0.0,40.75,993.7333333333332,6.0,38.266666666666666,9.7,1016.7,0.0,90.77287252073964,22.96666666666681,3.6999999999999993
97,2011-04-08,0.0,0.0,42.925,991.6999999999999,9.625,42.0,15.275,1015.3499999999999,0.4166666666666667,96.50500521056972,23.649999999999977,5.65
98,2011-04-09,0.0,0.0,48.65,992.0333333333334,5.35,45.96666666666667,11.8,1015.05,0.01,90.39721648220596,23.016666666666538,6.450000000000001
99,2011-04-10,0.0,0.0,68.05,982.6666666666666,13.774999999999999,58.800000000000004,26.025,1004.5,0.0,72.32123272356537,21.83333333333337,12.25
100,2011-04-11,0.0,0.0,62.35,981.0,14.475,49.199999999999996,26.225,1003.0999999999999,0.02666666666666667,62.09708149218003,22.09999999999991,11.750000000000002
101,2011-04-12,0.0,0.0,46.77499999999999,993.9,11.15,31.799999999999997,17.05,1017.3499999999999,0.0,55.73605111765131,23.449999999999932,5.9
102,2011-04-13,0.0,0.0,48.075,996.1666666666666,3.0999999999999996,29.866666666666664,9.225,1019.3,0.0,49.07149934558049,23.133333333333326,6.125
103,2011-04-14,0.0,0.0,46.400000000000006,997.6333333333333,11.55,34.800000000000004,20.55,1021.05,0.0,63.76101131014556,23.41666666666663,9.0
104,2011-04-15,0.0,0.0,44.575,992.2666666666668,16.475,35.03333333333333,23.5,1015.95,0.0,68.96943754522317,23.68333333333328,7.024999999999999
105,2011-04-16,0.0,0.0,45.7,974.8666666666667,13.825,42.36666666666667,22.975,998.2,0.14333333333333334,88.04808885540706,23.33333333333337,9.150000000000002
106,2011-04-17,0.0,0.0,42.075,985.2666666666668,15.55,29.233333333333334,23.025,1008.35,0.043333333333333335,60.06709368705461,23.083333333333258,7.474999999999998
107,2011-04-18,0.0,0.0,39.575,989.8666666666668,11.35,33.46666666666666,17.95,1013.55,0.25333333333333335,78.54975340727572,23.683333333333167,6.6
108,2011-04-19,0.0,0.0,37.75,988.7333333333335,14.425,34.400000000000006,20.2,1013.0,0.006666666666666667,87.5744454692796,24.266666666666538,5.774999999999999
109,2011-04-20,0.0,0.0,39.1,988.8666666666667,13.5,34.800000000000004,20.95,1014.15,0.62,84.3984954257913,25.283333333333303,7.449999999999999
110,2011-04-21,0.0,0.0,41.0,1003.3000000000001,6.674999999999999,31.833333333333332,15.0,1027.0,0.0,69.59211328804027,23.699999999999932,8.325000000000001
